"","INCIDENT_DATE","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENSE_CODE","OFFENSE_DESCRIPTION","LOCATION_ADDRESS","CITY","STATE","ZIP","LATITUDE","LONGITUDE","Location.1","ymd","month","year","wday","hour"
"22979","05-21-2018 06:00:00 PM","2018-061499","81","23D","THEFT FROM BUILDING","6100 LEON CIR","LITTLE ROCK","AR",72209,34.682269,-92.344357,"6100 LEON CIR
LITTLE ROCK, AR 72209
(34.682269, -92.344357)","2018-05-21","May",2018,"Mon",18
"22980","05-19-2018 07:30:00 PM","2018-060197","54","23G","THEFT OF MOTOR VEHICLE PARTS","1502 S ELM ST","LITTLE ROCK","AR",72204,34.737752,-92.319125,"1502 S ELM ST
LITTLE ROCK, AR 72204
(34.737752, -92.319125)","2018-05-19","May",2018,"Sat",19
"22981","05-24-2018 03:11:00 PM","2018-062471","64","220","BURGLARY/B&E","10434 W 36TH ST","LITTLE ROCK","AR",72205,34.721222,-92.391724,"10434 W 36TH ST
LITTLE ROCK, AR 72205
(34.721222, -92.391724)","2018-05-24","May",2018,"Thu",15
"22982","05-20-2018 10:30:00 PM","2018-061065","51","23G","THEFT OF MOTOR VEHICLE PARTS","2310 W 11TH ST","LITTLE ROCK","AR",72202,34.740787,-92.299268,"2310 W 11TH ST
LITTLE ROCK, AR 72202
(34.740787, -92.299268)","2018-05-20","May",2018,"Sun",22
"22983","05-25-2018 07:56:00 PM","2018-063100","70","23H","ALL OTHER LARCENY","215 N SHACKLEFORD RD","LITTLE ROCK","AR",72211,34.75567,-92.393893,"215 N SHACKLEFORD RD
LITTLE ROCK, AR 72211
(34.75567, -92.393893)","2018-05-25","May",2018,"Fri",19
"22984","05-25-2018 03:00:00 PM","2018-064212","50","220","BURGLARY/B&E","5819 AMPERSAND ST","LITTLE ROCK","AR",72207,34.778459,-92.338927,"5819 AMPERSAND ST
LITTLE ROCK, AR 72207
(34.778459, -92.338927)","2018-05-25","May",2018,"Fri",15
"22985","04-01-2018 03:00:00 PM","2018-062419","40","23H","ALL OTHER LARCENY","1510 S SPRING ST","LITTLE ROCK","AR",72202,34.734408,-92.276694,"1510 S SPRING ST
LITTLE ROCK, AR 72202
(34.734408, -92.276694)","2018-04-01","Apr",2018,"Sun",15
"22986","05-28-2018 02:34:00 PM","2018-064304","61","23F","THEFT FROM MOTOR VEHICLE","2710 TATUM ST","LITTLE ROCK","AR",72204,34.728358,-92.370576,"2710 TATUM ST
LITTLE ROCK, AR 72204
(34.728358, -92.370576)","2018-05-28","May",2018,"Mon",14
"22987","05-23-2018 01:01:00 PM","2018-061916","90","220","BURGLARY/B&E","7700 N CHICOT RD","LITTLE ROCK","AR",72209,34.680481,-92.36261,"7700 N CHICOT RD
LITTLE ROCK, AR 72209
(34.680481, -92.36261)","2018-05-23","May",2018,"Wed",13
"22988","05-23-2018 11:19:00 PM","2018-062185","64","23H","ALL OTHER LARCENY","11301 FINANCIAL CENTRE PKWY","LITTLE ROCK","AR",72211,34.74692,-92.400223,"11301 FINANCIAL CENTRE PKWY
LITTLE ROCK, AR 72211
(34.74692, -92.400223)","2018-05-23","May",2018,"Wed",23
"22989","05-28-2018 08:35:00 PM","2018-064437","81","23F","THEFT FROM MOTOR VEHICLE","8824 GEYER SPRINGS RD","LITTLE ROCK","AR",72209,34.669221,-92.344341,"8824 GEYER SPRINGS RD
LITTLE ROCK, AR 72209
(34.669221, -92.344341)","2018-05-28","May",2018,"Mon",20
"22990","05-24-2018 10:00:00 PM","2018-062855","63","23F","THEFT FROM MOTOR VEHICLE","118 ELLIS DR","LITTLE ROCK","AR",72205,34.754523,-92.384252,"118 ELLIS DR
LITTLE ROCK, AR 72205
(34.754523, -92.384252)","2018-05-24","May",2018,"Thu",22
"22991","05-24-2018 07:30:00 AM","2018-062273","53","240","MOTOR VEHICLE THEFT","1602 BROWN ST","LITTLE ROCK","AR",72204,34.736418,-92.310298,"1602 BROWN ST
LITTLE ROCK, AR 72204
(34.736418, -92.310298)","2018-05-24","May",2018,"Thu",7
"22992","05-21-2018 02:00:00 AM","2018-061081","82","23G","THEFT OF MOTOR VEHICLE PARTS","5813 BASELINE RD","LITTLE ROCK","AR",72209,34.669003,-92.340803,"5813 BASELINE RD
LITTLE ROCK, AR 72209
(34.669003, -92.340803)","2018-05-21","May",2018,"Mon",2
"22993","05-26-2018 05:25:00 AM","2018-063266","81","220","BURGLARY/B&E","5308 BASELINE RD","LITTLE ROCK","AR",72209,34.668821,-92.336687,"5308 BASELINE RD
LITTLE ROCK, AR 72209
(34.668821, -92.336687)","2018-05-26","May",2018,"Sat",5
"22994","05-22-2018 02:06:00 PM","2018-061502","81","23C","SHOPLIFTING","8801 GEYER SPRINGS RD","LITTLE ROCK","AR",72209,34.66943,-92.344328,"8801 GEYER SPRINGS RD
LITTLE ROCK, AR 72209
(34.66943, -92.344328)","2018-05-22","May",2018,"Tue",14
"22995","05-25-2018 10:50:00 PM","2018-063188","42","220","BURGLARY/B&E","815 E CAPITOL AVE","LITTLE ROCK","AR",72202,34.74302,-92.261791,"815 E CAPITOL AVE
LITTLE ROCK, AR 72202
(34.74302, -92.261791)","2018-05-25","May",2018,"Fri",22
"22996","05-18-2018 03:30:00 AM","2018-059416","64","23D","THEFT FROM BUILDING","19 TANYA CT","LITTLE ROCK","AR",72205,34.733242,-92.37796,"19 TANYA CT
LITTLE ROCK, AR 72205
(34.733242, -92.37796)","2018-05-18","May",2018,"Fri",3
"22997","05-24-2018 09:20:00 AM","2018-063330","52","23F","THEFT FROM MOTOR VEHICLE","2314 S IZARD ST","LITTLE ROCK","AR",72206,34.726351,-92.283621,"2314 S IZARD ST
LITTLE ROCK, AR 72206
(34.726351, -92.283621)","2018-05-24","May",2018,"Thu",9
"22998","05-28-2018 10:35:00 PM","2018-064504","52","220","BURGLARY/B&E","1916 W 23RD ST","LITTLE ROCK","AR",72202,34.727619,-92.294985,"1916 W 23RD ST
LITTLE ROCK, AR 72202
(34.727619, -92.294985)","2018-05-28","May",2018,"Mon",22
"22999","05-24-2018 05:15:00 PM","2018-062533","80","13A","AGGRAVATED ASSAULT","4725 HOFFMAN RD","LITTLE ROCK","AR",72209,34.69735,-92.329376,"4725 HOFFMAN RD
LITTLE ROCK, AR 72209
(34.69735, -92.329376)","2018-05-24","May",2018,"Thu",17
"23000","05-24-2018 05:15:00 PM","2018-062533","80","13A","AGGRAVATED ASSAULT","4725 HOFFMAN RD","LITTLE ROCK","AR",72209,34.69735,-92.329376,"4725 HOFFMAN RD
LITTLE ROCK, AR 72209
(34.69735, -92.329376)","2018-05-24","May",2018,"Thu",17
"23001","05-23-2018 10:00:00 PM","2018-062263","70","23F","THEFT FROM MOTOR VEHICLE","15 SHADYWOOD CT","LITTLE ROCK","AR",72212,34.792803,-92.420895,"15 SHADYWOOD CT
LITTLE ROCK, AR 72212
(34.792803, -92.420895)","2018-05-23","May",2018,"Wed",22
"23002","05-25-2018 10:30:00 PM","2018-063303","64","23F","THEFT FROM MOTOR VEHICLE","11800 CHENAL PKWY","LITTLE ROCK","AR",72211,34.748836,-92.40521,"11800 CHENAL PKWY
LITTLE ROCK, AR 72211
(34.748836, -92.40521)","2018-05-25","May",2018,"Fri",22
"23003","05-22-2018 06:45:00 PM","2018-061626","52","23F","THEFT FROM MOTOR VEHICLE","2016 S SUMMIT ST","LITTLE ROCK","AR",72202,34.729654,-92.295244,"2016 S SUMMIT ST
LITTLE ROCK, AR 72202
(34.729654, -92.295244)","2018-05-22","May",2018,"Tue",18
"23004","05-28-2018 08:02:00 PM","2018-064422","53","220","BURGLARY/B&E","2620 ALLIS ST","LITTLE ROCK","AR",72204,34.726547,-92.309692,"2620 ALLIS ST
LITTLE ROCK, AR 72204
(34.726547, -92.309692)","2018-05-28","May",2018,"Mon",20
"23005","05-23-2018 11:00:00 PM","2018-062284","80","23F","THEFT FROM MOTOR VEHICLE","13 ALLYSON CIR","LITTLE ROCK","AR",72209,34.694633,-92.330078,"13 ALLYSON CIR
LITTLE ROCK, AR 72209
(34.694633, -92.330078)","2018-05-23","May",2018,"Wed",23
"23006","05-21-2018 11:35:00 AM","2018-060950","80","23G","THEFT OF MOTOR VEHICLE PARTS","4501 S UNIVERSITY AVE","LITTLE ROCK","AR",72204,34.710919,-92.343313,"4501 S UNIVERSITY AVE
LITTLE ROCK, AR 72204
(34.710919, -92.343313)","2018-05-21","May",2018,"Mon",11
"23007","05-22-2018 07:00:00 AM","2018-061542","40","240","MOTOR VEHICLE THEFT","300 W 9TH ST","LITTLE ROCK","AR",72201,34.740565,-92.274288,"300 W 9TH ST
LITTLE ROCK, AR 72201
(34.740565, -92.274288)","2018-05-22","May",2018,"Tue",7
"23008","05-25-2018 12:00:00 AM","2018-062806","93","240","MOTOR VEHICLE THEFT","43 COURTSIDE PL","LITTLE ROCK","AR",72210,34.659501,-92.431582,"43 COURTSIDE PL
LITTLE ROCK, AR 72210
(34.659501, -92.431582)","2018-05-25","May",2018,"Fri",0
"23009","05-24-2018 09:00:00 PM","2018-062922","63","23F","THEFT FROM MOTOR VEHICLE","9 LAWRENCE DR","LITTLE ROCK","AR",72205,34.754898,-92.382135,"9 LAWRENCE DR
LITTLE ROCK, AR 72205
(34.754898, -92.382135)","2018-05-24","May",2018,"Thu",21
"23010","05-14-2018 07:10:00 PM","2018-057786","60","23C","SHOPLIFTING","420 S UNIVERSITY AVE","LITTLE ROCK","AR",72205,34.748668,-92.341249,"420 S UNIVERSITY AVE
LITTLE ROCK, AR 72205
(34.748668, -92.341249)","2018-05-14","May",2018,"Mon",19
"23011","05-25-2018 02:35:00 PM","2018-062973","62","220","BURGLARY/B&E","8224 W 37TH ST","LITTLE ROCK","AR",72204,34.719632,-92.367548,"8224 W 37TH ST
LITTLE ROCK, AR 72204
(34.719632, -92.367548)","2018-05-25","May",2018,"Fri",14
"23012","05-22-2018 09:51:00 PM","2018-061673","50","23H","ALL OTHER LARCENY","323 N VAN BUREN ST","LITTLE ROCK","AR",72205,34.754673,-92.330284,"323 N VAN BUREN ST
LITTLE ROCK, AR 72205
(34.754673, -92.330284)","2018-05-22","May",2018,"Tue",21
"23013","05-25-2018 08:00:00 PM","2018-063377","50","23F","THEFT FROM MOTOR VEHICLE","419 COLONIAL CT","LITTLE ROCK","AR",72205,34.754927,-92.314598,"419 COLONIAL CT
LITTLE ROCK, AR 72205
(34.754927, -92.314598)","2018-05-25","May",2018,"Fri",20
"23014","05-20-2018 05:00:00 PM","2018-060930","60","23F","THEFT FROM MOTOR VEHICLE","502 N COOLIDGE ST","LITTLE ROCK","AR",72205,34.756413,-92.351231,"502 N COOLIDGE ST
LITTLE ROCK, AR 72205
(34.756413, -92.351231)","2018-05-20","May",2018,"Sun",17
"23015","05-18-2018 10:57:00 AM","2018-059525","64","23C","SHOPLIFTING","2700 S SHACKLEFORD RD","LITTLE ROCK","AR",72205,34.734314,-92.394646,"2700 S SHACKLEFORD RD
LITTLE ROCK, AR 72205
(34.734314, -92.394646)","2018-05-18","May",2018,"Fri",10
"23016","05-22-2018 11:30:00 PM","2018-061898","40","23H","ALL OTHER LARCENY","324 PRESIDENT CLINTON AVE","LITTLE ROCK","AR",72201,34.747608,-92.266716,"324 PRESIDENT CLINTON AVE
LITTLE ROCK, AR 72201
(34.747608, -92.266716)","2018-05-22","May",2018,"Tue",23
"23017","05-26-2018 11:00:00 PM","2018-063708","50","23F","THEFT FROM MOTOR VEHICLE","2400 CANTRELL RD","LITTLE ROCK","AR",72202,34.757576,-92.301079,"2400 CANTRELL RD
LITTLE ROCK, AR 72202
(34.757576, -92.301079)","2018-05-26","May",2018,"Sat",23
"23018","05-22-2018 09:47:00 PM","2018-061674","82","240","MOTOR VEHICLE THEFT","9101 AUXOR RD","LITTLE ROCK","AR",72209,34.66688,-92.315404,"9101 AUXOR RD
LITTLE ROCK, AR 72209
(34.66688, -92.315404)","2018-05-22","May",2018,"Tue",21
"23019","05-27-2018 02:45:00 AM","2018-063756","51","120","ROBBERY","712 BROADWAY ST","LITTLE ROCK","AR",72201,34.742243,-92.276386,"712 BROADWAY ST
LITTLE ROCK, AR 72201
(34.742243, -92.276386)","2018-05-27","May",2018,"Sun",2
"23020","05-20-2018 10:00:00 AM","2018-060500","60","23D","THEFT FROM BUILDING","1624 N HUGHES ST","LITTLE ROCK","AR",72207,34.765881,-92.35392,"1624 N HUGHES ST
LITTLE ROCK, AR 72207
(34.765881, -92.35392)","2018-05-20","May",2018,"Sun",10
"23021","05-28-2018 11:40:00 AM","2018-064242","90","23F","THEFT FROM MOTOR VEHICLE","19 S MEADOWCLIFF DR","LITTLE ROCK","AR",72209,34.696387,-92.348057,"19 S MEADOWCLIFF DR
LITTLE ROCK, AR 72209
(34.696387, -92.348057)","2018-05-28","May",2018,"Mon",11
"23022","05-26-2018 02:20:00 AM","2018-063232","40","240","MOTOR VEHICLE THEFT","400 PRESIDENT CLINTON AVE","LITTLE ROCK","AR",72201,34.747608,-92.266716,"400 PRESIDENT CLINTON AVE
LITTLE ROCK, AR 72201
(34.747608, -92.266716)","2018-05-26","May",2018,"Sat",2
"23023","05-22-2018 01:55:00 PM","2018-061485","62","23H","ALL OTHER LARCENY","4801 MANOR AVE","LITTLE ROCK","AR",72204,34.709785,-92.370433,"4801 MANOR AVE
LITTLE ROCK, AR 72204
(34.709785, -92.370433)","2018-05-22","May",2018,"Tue",13
"23024","05-23-2018 02:50:00 AM","2018-061736","54","13A","AGGRAVATED ASSAULT","904 ADAMS ST","LITTLE ROCK","AR",72204,34.743537,-92.324805,"904 ADAMS ST
LITTLE ROCK, AR 72204
(34.743537, -92.324805)","2018-05-23","May",2018,"Wed",2
"23025","05-19-2018 08:00:00 AM","2018-060925","81","23D","THEFT FROM BUILDING","4606 SUNNY HILL CT","LITTLE ROCK","AR",72209,NA,NA,"4606 SUNNY HILL CT
LITTLE ROCK, AR 72209","2018-05-19","May",2018,"Sat",8
"23026","05-19-2018 08:30:00 PM","2018-060499","64","23F","THEFT FROM MOTOR VEHICLE","9518 DARTMOUTH DR","LITTLE ROCK","AR",72204,34.725027,-92.381428,"9518 DARTMOUTH DR
LITTLE ROCK, AR 72204
(34.725027, -92.381428)","2018-05-19","May",2018,"Sat",20
"23027","05-21-2018 07:00:00 AM","2018-061351","71","220","BURGLARY/B&E","1602 GREEN MOUNTAIN DR","LITTLE ROCK","AR",72211,34.767965,-92.40359,"1602 GREEN MOUNTAIN DR
LITTLE ROCK, AR 72211
(34.767965, -92.40359)","2018-05-21","May",2018,"Mon",7
"23028","05-24-2018 04:50:00 PM","2018-062524","51","23H","ALL OTHER LARCENY","924 BROADWAY ST","LITTLE ROCK","AR",72202,34.739738,-92.276878,"924 BROADWAY ST
LITTLE ROCK, AR 72202
(34.739738, -92.276878)","2018-05-24","May",2018,"Thu",16
"23029","05-15-2018 03:35:00 PM","2018-058217","60","13A","AGGRAVATED ASSAULT","6201 W MARKHAM ST","LITTLE ROCK","AR",72204,34.752379,-92.344295,"6201 W MARKHAM ST
LITTLE ROCK, AR 72204
(34.752379, -92.344295)","2018-05-15","May",2018,"Tue",15
"23030","05-23-2018 09:30:00 PM","2018-062337","70","23F","THEFT FROM MOTOR VEHICLE","9 PORTLAND RD","LITTLE ROCK","AR",72212,34.789106,-92.42786,"9 PORTLAND RD
LITTLE ROCK, AR 72212
(34.789106, -92.42786)","2018-05-23","May",2018,"Wed",21
"23031","05-14-2018 12:01:00 AM","2018-059503","40","23D","THEFT FROM BUILDING","424 W MARKHAM ST","LITTLE ROCK","AR",72201,34.748733,-92.27502,"424 W MARKHAM ST
LITTLE ROCK, AR 72201
(34.748733, -92.27502)","2018-05-14","May",2018,"Mon",0
"23032","05-18-2018 11:41:00 PM","2018-060873","52","23G","THEFT OF MOTOR VEHICLE PARTS","3323 S GAINES ST","LITTLE ROCK","AR",72206,34.715453,-92.281773,"3323 S GAINES ST
LITTLE ROCK, AR 72206
(34.715453, -92.281773)","2018-05-18","May",2018,"Fri",23
"23033","05-18-2018 05:55:00 AM","2018-059420","64","240","MOTOR VEHICLE THEFT","240 S SHACKLEFORD RD","LITTLE ROCK","AR",72211,34.752087,-92.393933,"240 S SHACKLEFORD RD
LITTLE ROCK, AR 72211
(34.752087, -92.393933)","2018-05-18","May",2018,"Fri",5
"23034","05-24-2018 03:00:00 PM","2018-062467","54","23H","ALL OTHER LARCENY","4218 W 21ST ST","LITTLE ROCK","AR",72204,34.732444,-92.321301,"4218 W 21ST ST
LITTLE ROCK, AR 72204
(34.732444, -92.321301)","2018-05-24","May",2018,"Thu",15
"23035","05-20-2018 01:30:00 AM","2018-060360","62","13A","AGGRAVATED ASSAULT","6310 COLONEL GLENN RD","LITTLE ROCK","AR",72204,34.71887,-92.345779,"6310 COLONEL GLENN RD
LITTLE ROCK, AR 72204
(34.71887, -92.345779)","2018-05-20","May",2018,"Sun",1
"23036","05-28-2018 08:29:00 PM","2018-064431","82","13A","AGGRAVATED ASSAULT","5813 BASELINE RD","LITTLE ROCK","AR",72209,34.669003,-92.340803,"5813 BASELINE RD
LITTLE ROCK, AR 72209
(34.669003, -92.340803)","2018-05-28","May",2018,"Mon",20
"23037","05-28-2018 08:29:00 PM","2018-064431","82","13A","AGGRAVATED ASSAULT","5813 BASELINE RD","LITTLE ROCK","AR",72209,34.669003,-92.340803,"5813 BASELINE RD
LITTLE ROCK, AR 72209
(34.669003, -92.340803)","2018-05-28","May",2018,"Mon",20
"23038","05-26-2018 11:00:00 AM","2018-063367","54","13A","AGGRAVATED ASSAULT","4320 W 23RD ST","LITTLE ROCK","AR",72204,34.730674,-92.322719,"4320 W 23RD ST
LITTLE ROCK, AR 72204
(34.730674, -92.322719)","2018-05-26","May",2018,"Sat",11
"23039","05-26-2018 11:00:00 AM","2018-063367","54","13A","AGGRAVATED ASSAULT","4320 W 23RD ST","LITTLE ROCK","AR",72204,34.730674,-92.322719,"4320 W 23RD ST
LITTLE ROCK, AR 72204
(34.730674, -92.322719)","2018-05-26","May",2018,"Sat",11
"23040","05-26-2018 05:00:00 PM","2018-063906","70","220","BURGLARY/B&E","14318 SHEPARD DR","LITTLE ROCK","AR",72223,34.797241,-92.431915,"14318 SHEPARD DR
LITTLE ROCK, AR 72223
(34.797241, -92.431915)","2018-05-26","May",2018,"Sat",17
"23041","05-23-2018 11:39:00 AM","2018-061882","82","23H","ALL OTHER LARCENY","8902 GEYER SPRINGS RD","LITTLE ROCK","AR",72209,34.669132,-92.344346,"8902 GEYER SPRINGS RD
LITTLE ROCK, AR 72209
(34.669132, -92.344346)","2018-05-23","May",2018,"Wed",11
"23042","05-20-2018 02:55:00 PM","2018-060574","64","23C","SHOPLIFTING","2700 S SHACKLEFORD RD","LITTLE ROCK","AR",72205,34.734314,-92.394646,"2700 S SHACKLEFORD RD
LITTLE ROCK, AR 72205
(34.734314, -92.394646)","2018-05-20","May",2018,"Sun",14
"23043","05-24-2018 04:30:00 PM","2018-062623","90","23H","ALL OTHER LARCENY","5714 GREENWOOD ACRES BLVD","LITTLE ROCK","AR",72204,34.694561,-92.383435,"5714 GREENWOOD ACRES BLVD
LITTLE ROCK, AR 72204
(34.694561, -92.383435)","2018-05-24","May",2018,"Thu",16
"23044","05-26-2018 07:00:00 PM","2018-063659","42","23F","THEFT FROM MOTOR VEHICLE","300 RECTOR ST","LITTLE ROCK","AR",72201,34.745036,-92.262506,"300 RECTOR ST
LITTLE ROCK, AR 72201
(34.745036, -92.262506)","2018-05-26","May",2018,"Sat",19
"23045","05-22-2018 08:00:00 AM","2018-061895","81","220","BURGLARY/B&E","7500 GEYER SPRINGS RD","LITTLE ROCK","AR",72209,34.682032,-92.344066,"7500 GEYER SPRINGS RD
LITTLE ROCK, AR 72209
(34.682032, -92.344066)","2018-05-22","May",2018,"Tue",8
"23046","05-18-2018 01:47:00 PM","2018-059581","70","23F","THEFT FROM MOTOR VEHICLE","10300 N RODNEY PARHAM RD","LITTLE ROCK","AR",72227,34.766762,-92.387741,"10300 N RODNEY PARHAM RD
LITTLE ROCK, AR 72227
(34.766762, -92.387741)","2018-05-18","May",2018,"Fri",13
"23047","05-08-2018 02:30:00 PM","2018-061566","93","240","MOTOR VEHICLE THEFT","11700 INTERSTATE 30","LITTLE ROCK","AR",72210,34.657516,-92.407639,"11700 INTERSTATE 30
LITTLE ROCK, AR 72210
(34.657516, -92.407639)","2018-05-08","May",2018,"Tue",14
"23048","05-27-2018 08:00:00 PM","2018-064204","71","23F","THEFT FROM MOTOR VEHICLE","13500 CHENAL PKWY","LITTLE ROCK","AR",72211,34.755016,-92.421387,"13500 CHENAL PKWY
LITTLE ROCK, AR 72211
(34.755016, -92.421387)","2018-05-27","May",2018,"Sun",20
"23049","05-26-2018 01:30:00 PM","2018-063548","40","220","BURGLARY/B&E","1400 CUMBERLAND ST","LITTLE ROCK","AR",72202,34.735016,-92.270439,"1400 CUMBERLAND ST
LITTLE ROCK, AR 72202
(34.735016, -92.270439)","2018-05-26","May",2018,"Sat",13
"23050","05-25-2018 07:35:00 PM","2018-063097","54","23F","THEFT FROM MOTOR VEHICLE","4223 W 23RD ST","LITTLE ROCK","AR",72204,34.730634,-92.321699,"4223 W 23RD ST
LITTLE ROCK, AR 72204
(34.730634, -92.321699)","2018-05-25","May",2018,"Fri",19
"23051","05-26-2018 04:30:00 AM","2018-063255","81","220","BURGLARY/B&E","7715 GEYER SPRINGS RD","LITTLE ROCK","AR",72209,34.679774,-92.343778,"7715 GEYER SPRINGS RD
LITTLE ROCK, AR 72209
(34.679774, -92.343778)","2018-05-26","May",2018,"Sat",4
"23052","05-27-2018 01:40:00 PM","2018-063903","53","120","ROBBERY","1201 S WOODROW ST","LITTLE ROCK","AR",72204,34.739895,-92.305756,"1201 S WOODROW ST
LITTLE ROCK, AR 72204
(34.739895, -92.305756)","2018-05-27","May",2018,"Sun",13
"23053","05-23-2018 07:57:00 PM","2018-062110","60","23C","SHOPLIFTING","420 S UNIVERSITY AVE","LITTLE ROCK","AR",72205,34.748668,-92.341249,"420 S UNIVERSITY AVE
LITTLE ROCK, AR 72205
(34.748668, -92.341249)","2018-05-23","May",2018,"Wed",19
"23054","05-26-2018 12:00:00 AM","2018-063279","54","220","BURGLARY/B&E","1210 S PIERCE ST","LITTLE ROCK","AR",72204,34.740858,-92.337741,"1210 S PIERCE ST
LITTLE ROCK, AR 72204
(34.740858, -92.337741)","2018-05-26","May",2018,"Sat",0
"23055","05-22-2018 09:00:00 PM","2018-061792","50","240","MOTOR VEHICLE THEFT","2501 RIVERFRONT DR","LITTLE ROCK","AR",72202,34.773287,-92.309802,"2501 RIVERFRONT DR
LITTLE ROCK, AR 72202
(34.773287, -92.309802)","2018-05-22","May",2018,"Tue",21
"23056","05-20-2018 03:00:00 PM","2018-060735","53","23D","THEFT FROM BUILDING","2711 W MARKHAM ST","LITTLE ROCK","AR",72205,34.75086,-92.303975,"2711 W MARKHAM ST
LITTLE ROCK, AR 72205
(34.75086, -92.303975)","2018-05-20","May",2018,"Sun",15
"23057","05-26-2018 09:15:00 AM","2018-063324","53","13A","AGGRAVATED ASSAULT","3500 W 12TH ST","LITTLE ROCK","AR",72204,34.740431,-92.312452,"3500 W 12TH ST
LITTLE ROCK, AR 72204
(34.740431, -92.312452)","2018-05-26","May",2018,"Sat",9
"23058","05-21-2018 04:50:00 PM","2018-061104","54","23G","THEFT OF MOTOR VEHICLE PARTS","4619 W 25TH ST","LITTLE ROCK","AR",72204,34.728986,-92.325897,"4619 W 25TH ST
LITTLE ROCK, AR 72204
(34.728986, -92.325897)","2018-05-21","May",2018,"Mon",16
"23059","05-26-2018 04:35:00 AM","2018-063393","40","240","MOTOR VEHICLE THEFT","400 RIVER MARKET AVE","LITTLE ROCK","AR",72202,34.744511,-92.266098,"400 RIVER MARKET AVE
LITTLE ROCK, AR 72202
(34.744511, -92.266098)","2018-05-26","May",2018,"Sat",4
"23060","05-23-2018 03:00:00 PM","2018-062943","82","23H","ALL OTHER LARCENY","3 BARWOOD CIR","LITTLE ROCK","AR",72209,34.663159,-92.328228,"3 BARWOOD CIR
LITTLE ROCK, AR 72209
(34.663159, -92.328228)","2018-05-23","May",2018,"Wed",15
"23061","05-24-2018 05:57:00 PM","2018-062552","52","23F","THEFT FROM MOTOR VEHICLE","2310 S STATE ST","LITTLE ROCK","AR",72206,34.726373,-92.282397,"2310 S STATE ST
LITTLE ROCK, AR 72206
(34.726373, -92.282397)","2018-05-24","May",2018,"Thu",17
"23062","05-20-2018 07:02:00 PM","2018-061035","63","240","MOTOR VEHICLE THEFT","9716 N RODNEY PARHAM RD","LITTLE ROCK","AR",72227,34.761495,-92.382195,"9716 N RODNEY PARHAM RD
LITTLE ROCK, AR 72227
(34.761495, -92.382195)","2018-05-20","May",2018,"Sun",19
"23063","05-20-2018 07:45:00 PM","2018-060689","81","23F","THEFT FROM MOTOR VEHICLE","5105 W 65TH ST","LITTLE ROCK","AR",72209,34.690332,-92.333017,"5105 W 65TH ST
LITTLE ROCK, AR 72209
(34.690332, -92.333017)","2018-05-20","May",2018,"Sun",19
"23064","05-22-2018 12:42:00 PM","2018-061458","40","220","BURGLARY/B&E","1400 S SCOTT ST","LITTLE ROCK","AR",72202,34.735168,-92.271651,"1400 S SCOTT ST
LITTLE ROCK, AR 72202
(34.735168, -92.271651)","2018-05-22","May",2018,"Tue",12
"23065","05-24-2018 05:00:00 PM","2018-062843","43","220","BURGLARY/B&E","909 E 21ST ST","LITTLE ROCK","AR",72206,34.728356,-92.263314,"909 E 21ST ST
LITTLE ROCK, AR 72206
(34.728356, -92.263314)","2018-05-24","May",2018,"Thu",17
"23066","05-23-2018 02:00:00 AM","2018-061765","50","240","MOTOR VEHICLE THEFT","2420 RIVERFRONT DR","LITTLE ROCK","AR",72202,34.773035,-92.309538,"2420 RIVERFRONT DR
LITTLE ROCK, AR 72202
(34.773035, -92.309538)","2018-05-23","May",2018,"Wed",2
"23067","05-26-2018 04:47:00 AM","2018-063261","64","23F","THEFT FROM MOTOR VEHICLE","23 KARON CT","LITTLE ROCK","AR",72205,34.737988,-92.378426,"23 KARON CT
LITTLE ROCK, AR 72205
(34.737988, -92.378426)","2018-05-26","May",2018,"Sat",4
"23068","05-25-2018 10:30:00 PM","2018-063290","54","23F","THEFT FROM MOTOR VEHICLE","5111 W 30TH ST","LITTLE ROCK","AR",72204,34.724677,-92.331341,"5111 W 30TH ST
LITTLE ROCK, AR 72204
(34.724677, -92.331341)","2018-05-25","May",2018,"Fri",22
"23069","05-25-2018 07:00:00 PM","2018-063346","50","23F","THEFT FROM MOTOR VEHICLE","517 N PINE ST","LITTLE ROCK","AR",72205,34.756135,-92.315847,"517 N PINE ST
LITTLE ROCK, AR 72205
(34.756135, -92.315847)","2018-05-25","May",2018,"Fri",19
"23070","05-24-2018 04:17:00 PM","2018-062503","52","23H","ALL OTHER LARCENY","1622 WRIGHT AVE","LITTLE ROCK","AR",72202,34.73214,-92.291695,"1622 WRIGHT AVE
LITTLE ROCK, AR 72202
(34.73214, -92.291695)","2018-05-24","May",2018,"Thu",16
"23071","05-25-2018 06:00:00 PM","2018-063356","40","240","MOTOR VEHICLE THEFT","424 W MARKHAM ST","LITTLE ROCK","AR",72201,34.748733,-92.27502,"424 W MARKHAM ST
LITTLE ROCK, AR 72201
(34.748733, -92.27502)","2018-05-25","May",2018,"Fri",18
"23072","05-27-2018 06:00:00 PM","2018-064284","60","23F","THEFT FROM MOTOR VEHICLE","10 BROADVIEW DR","LITTLE ROCK","AR",72207,34.766295,-92.347809,"10 BROADVIEW DR
LITTLE ROCK, AR 72207
(34.766295, -92.347809)","2018-05-27","May",2018,"Sun",18
