"","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENS_DESCRIPTION","ymd","month","wday","LONGTITUDE","LATITUDE","LOCATION_ADDRESS","CITY","STATE"
"8432","2015-043521",52,"Theft of property Fel",2015-04-22,4,"Wednesday",-92.2960133,34.7221143,"2805 S SUMMIT ST","Little Rock"," Arkansas"
"8433","2014-121976",61,"Burglary - Residential",2014-10-19,10,"Sunday",-92.3616173,34.7479452,"801 S RODNEY PARHAM RD","Little Rock"," Arkansas"
"8434","2015-098780",81,"Aggravated assault",2015-08-29,8,"Saturday",-92.3331408,34.6761583,"8024 STANTON RD","Little Rock"," Arkansas"
"8435","2015-014193",91,"Burglary - Residential",2015-02-06,2,"Friday",-92.366066,34.646953,"11500 CHICOT RD","Little Rock"," Arkansas"
"8436","2015-117145",70,"Theft of property Fel",2015-10-12,10,"Monday",-92.4002299,34.760007,"701 GREEN MOUNTAIN DR","Little Rock"," Arkansas"
"8437","2014-085635",54,"Burglary Commercial",2014-07-28,7,"Monday",-92.3240207,34.7236778,"4424 ASHER AV","Little Rock"," Arkansas"
"8438","2015-033944",63,"Theft of property Misd",2015-03-31,3,"Tuesday",-92.3946309,34.7696134,"10901 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"8439","2015-145229",61,"Theft of property Fel",2015-12-20,12,"Sunday",-92.3638679,34.7488894,"516 S RODNEY PARHAM RD","Little Rock"," Arkansas"
"8440","2014-123430",41,"Theft of property Misd",2014-10-23,10,"Thursday",-92.2781645,34.7310252,"1821 BROADWAY ST","Little Rock"," Arkansas"
"8441","2015-063268",71,"Burglary - Residential",2015-06-08,6,"Monday",-92.4179957,34.7454056,"1023 GAMBLE RD","Little Rock"," Arkansas"
"8442","2015-074143",53,"Theft of property Misd",2015-07-03,7,"Friday",-92.3191195,34.7265005,"2701 S ELM ST","Little Rock"," Arkansas"
"8443","2015-062621",63,"Robbery ",2015-06-06,6,"Saturday",-92.3903875,34.7551162,"10524 W MARKHAM ST","Little Rock"," Arkansas"
"8444","2015-111163",53,"Theft of property Fel",2015-09-26,9,"Saturday",-92.317058,34.7349924,"3900 W 18TH ST","Little Rock"," Arkansas"
"8445","2015-049071",50,"Breaking ",2015-05-06,5,"Wednesday",-92.3257584,34.7665212,"4710 CRESTWOOD DR","Little Rock"," Arkansas"
"8446","2015-143114",80,"Theft of property Misd",2015-12-14,12,"Monday",-92.327812,34.7003467,"4601 W 55TH ST","Little Rock"," Arkansas"
"8447","2015-064031",40,"Breaking ",2015-06-09,6,"Tuesday",-92.2740035,34.7340798,"1509 S LOUISIANA ST","Little Rock"," Arkansas"
"8448","2015-095771",50,"Aggravated assault",2015-08-22,8,"Saturday",-92.3296736,34.7589197,"803 N VAN BUREN ST","Little Rock"," Arkansas"
"8449","2014-085602",71,"Breaking ",2014-07-28,7,"Monday",-92.4349817,34.7492534,"20 SUMMIT RIDGE DR","Little Rock"," Arkansas"
"8450","2014-120471",62,"Burglary - Residential",2014-10-13,10,"Monday",-92.3457789,34.71887,"6310 COLONEL GLENN RD","Little Rock"," Arkansas"
"8451","2015-082167",71,"Theft of property Misd",2015-07-21,7,"Tuesday",-92.4101162,34.7484792,"700 S BOWMAN RD","Little Rock"," Arkansas"
"8452","2014-084334",71,"Breaking ",2014-07-25,7,"Friday",-92.429803,34.746632,"1000 KIRBY RD","Little Rock"," Arkansas"
"8453","2015-026142",70,"Theft of property Misd",2015-03-10,3,"Tuesday",-92.397603,34.7590062,"609 MIMI LN","Little Rock"," Arkansas"
"8454","2015-024637",90,"Breaking ",2015-03-06,3,"Friday",-92.4128625,34.6987685,"10 WALDRON","Little Rock"," Arkansas"
"8455","2014-037655",53,"Breaking ",2014-04-08,4,"Tuesday",-92.3162705,34.7352109,"3800 W 18TH ST","Little Rock"," Arkansas"
"8456","2015-127018",62,"Burglary - Residential",2015-11-05,11,"Thursday",-92.3657646,34.7153571,"4114 GILMAN ST","Little Rock"," Arkansas"
"8457","2015-126515",60,"Theft of property Misd",2015-11-04,11,"Wednesday",-92.3561272,34.7803895,"131 JEWELL RD","Little Rock"," Arkansas"
"8458","2014-062507",61,"Breaking ",2014-06-05,6,"Thursday",-92.3496297,34.7367251,"1701 WESTPARK DR","Little Rock"," Arkansas"
"8459","2015-033467",51,"Theft of property Misd",2015-03-29,3,"Sunday",-92.2854708,34.7416333,"908 S CROSS ST","Little Rock"," Arkansas"
"8460","2015-096101",64,"Breaking ",2015-08-23,8,"Sunday",-92.3765222,34.7193782,"3714 ELAM ST","Little Rock"," Arkansas"
"8461","2014-000784",52,"Theft of property Misd",2014-01-01,1,"Wednesday",-92.2871449,34.7225926,"2701 S CROSS ST","Little Rock"," Arkansas"
"8462","2015-090247",82,"Theft of property Misd",2015-08-08,8,"Saturday",-92.3431873,34.6694061,"8821 GEYER SPRINGS RD","Little Rock"," Arkansas"
"8463","2014-041103",64,"Theft of property Misd",2014-04-01,4,"Tuesday",-92.3744785,34.7210148,"8912 W 36TH ST","Little Rock"," Arkansas"
"8464","2015-042604",63,"Burglary - Residential",2015-04-20,4,"Monday",-92.3850866,34.7670482,"1400 OLD FORGE DR","Little Rock"," Arkansas"
"8465","2015-117619",51,"Theft of property Misd",2015-10-13,10,"Tuesday",-92.2781756,34.7444838,"625 W CAPITOL AV","Little Rock"," Arkansas"
"8466","2015-030641",51,"Theft of property Fel",2015-03-20,3,"Friday",-92.3009209,34.7411469,"1017 THAYER ST","Little Rock"," Arkansas"
"8467","2015-051979",62,"Theft of property Misd",2015-05-13,5,"Wednesday",-92.343854,34.7187777,"6200 COLONEL GLENN RD","Little Rock"," Arkansas"
"8468","2015-005464",63,"Burglary - Residential",2015-01-15,1,"Thursday",-92.376368,34.7648152,"1324 RESERVOIR RD","Little Rock"," Arkansas"
"8469","2015-096622",51,"Theft of property Misd",2015-08-21,8,"Friday",-92.2822535,34.7444462,"600 S CHESTER ST","Little Rock"," Arkansas"
"8470","2015-010556",80,"Aggravated Robbery ",2015-01-28,1,"Wednesday",-92.3267074,34.6986889,"5500 PATTERSON RD","Little Rock"," Arkansas"
"8471","2015-136270",64,"Burglary - Residential",2015-11-27,11,"Friday",-92.3987203,34.756755,"11214 MESA DR","Little Rock"," Arkansas"
"8472","2015-047526",54,"Aggravated assault",2015-05-02,5,"Saturday",-92.3225667,34.7418189,"4400 W 11TH ST","Little Rock"," Arkansas"
"8473","2015-046555",64,"Theft of property Misd",2015-04-10,4,"Friday",-92.387456,34.7508593,"21 CORPORATE HILL DR","Little Rock"," Arkansas"
"8474","2015-036750",62,"Theft of property Misd",2015-04-06,4,"Monday",-92.367414,34.712792,"4416 WALKER ST","Little Rock"," Arkansas"
"8475","2014-149262",81,"Burglary - Residential",2014-12-28,12,"Sunday",-92.3604445,34.6714678,"7412 AZALEA DR","Little Rock"," Arkansas"
"8476","2015-098959",71,"Breaking ",2015-08-29,8,"Saturday",-92.4078991,34.7423095,"1308 S BOWMAN RD","Little Rock"," Arkansas"
"8477","2015-101364",52,"Theft of property Misd",2015-09-04,9,"Friday",-92.2925674,34.7260211,"1709 W 24TH ST","Little Rock"," Arkansas"
"8478","2015-108369",54,"Aggravated assault",2015-09-20,9,"Sunday",-92.3196587,34.7403855,"4117 W 12TH ST","Little Rock"," Arkansas"
"8479","2015-008212",61,"Breaking ",2015-01-22,1,"Thursday",-92.3438522,34.732157,"24 POINT OWOODS DR","Little Rock"," Arkansas"
"8480","2015-117448",41,"Theft of property Misd",2015-10-12,10,"Monday",-92.2714065,34.7302226,"1904 CUMBERLAND ST","Little Rock"," Arkansas"
"8481","2015-146802",64,"Theft of property Misd",2015-12-26,12,"Saturday",-92.4062057,34.7478169,"11801 CHENAL","Little Rock"," Arkansas"
"8482","2015-040014",70,"Breaking ",2015-04-13,4,"Monday",-92.4032924,34.7799887,"85 VALLEY CLUB","Little Rock"," Arkansas"
"8483","2015-122683",41,"Breaking ",2015-10-24,10,"Saturday",-92.2767828,34.7298621,"314 W CHARLES BUSSEY AV","Little Rock"," Arkansas"
"8484","2015-043827",91,"Aggravated assault ",2015-04-23,4,"Thursday",-92.3589251,34.6628228,"7213 TWIN OAKS RD","Little Rock"," Arkansas"
"8485","2015-034028",70,"Theft of property Fel",2015-03-30,3,"Monday",-92.3958113,34.7702058,"1724 N SHACKLEFORD RD","Little Rock"," Arkansas"
"8486","2014-072947",71,"Breaking ",2014-06-15,6,"Sunday",-92.4041971,34.7681225,"1602 GREEN MOUNTAIN DR","Little Rock"," Arkansas"
"8487","2015-028473",81,"Theft of property Misd",2015-03-17,3,"Tuesday",-92.3462065,34.6768915,"8108 FRENCHMANS LN","Little Rock"," Arkansas"
"8488","2015-118601",54,"Theft of property Misd",2015-10-15,10,"Thursday",-92.3233755,34.7268729,"4409 W 27TH ST","Little Rock"," Arkansas"
"8489","2014-109855",40,"Theft of property Fel",2014-09-22,9,"Monday",-92.2689827,34.7476143,"201 E MARKHAM ST","Little Rock"," Arkansas"
"8490","2014-124790",50,"Theft of property Fel",2014-10-12,10,"Sunday",-92.3066257,34.7608117,"2600 CANTRELL RD","Little Rock"," Arkansas"
"8491","2015-096476",80,"Aggravated Robbery ",2015-08-24,8,"Monday",-92.3195817,34.690233,"3920 W 65TH ST","Little Rock"," Arkansas"
"8492","2014-049449",51,"Theft of recyclable materials",2014-05-01,5,"Thursday",-92.2827368,34.7522756,"1120 NORTH ST","Little Rock"," Arkansas"
"8493","2014-059306",61,"Theft of property Fel",2014-05-20,5,"Tuesday",-92.3424687,34.7281371,"14 ROSEMONT DR","Little Rock"," Arkansas"
"8494","2015-140639",93,"Theft of property Fel",2015-12-07,12,"Monday",-92.4208483,34.6761629,"1 AUGUSTA CT","Little Rock"," Arkansas"
"8495","2015-133369",71,"Breaking ",2015-11-20,11,"Friday",-92.4117897,34.738748,"1715 POINT WEST DR","Little Rock"," Arkansas"
"8496","2015-135564",53,"Theft of property Misd",2015-11-27,11,"Friday",-92.3105317,34.726102,"3124 W ROOSEVELT RD","Little Rock"," Arkansas"
"8497","2015-040005",70,"Theft of property Misd",2015-04-13,4,"Monday",-92.4241524,34.7877059,"28 PORTLAND RD","Little Rock"," Arkansas"
"8498","2014-124619",60,"Theft of property Fel",2014-10-24,10,"Friday",-92.3529027,34.7696879,"7000 CANTRELL RD","Little Rock"," Arkansas"
"8499","2015-047482",64,"Theft of property Misd",2015-05-02,5,"Saturday",-92.3929335,34.7525642,"201 S SHACKLEFORD RD","Little Rock"," Arkansas"
"8500","2014-143822",80,"Theft of property Fel",2014-12-13,12,"Saturday",-92.295437,34.693164,"1910 W 65TH ST","Little Rock"," Arkansas"
"8501","2015-132105",61,"Domestic Battering 2nd degree",2015-09-23,9,"Wednesday",-92.3616173,34.7479452,"801 S RODNEY PARHAM RD","Little Rock"," Arkansas"
"8502","2015-142760",64,"Theft of property Misd",2014-12-02,12,"Tuesday",-92.3972196,34.731871,"2608 S SHACKLEFORD RD","Little Rock"," Arkansas"
"8503","2015-105753",90,"Theft of property Misd",2015-09-11,9,"Friday",-92.3855467,34.7056497,"5123 TIMBERLAND DR","Little Rock"," Arkansas"
"8504","2015-025215",50,"Burglary - Residential",2015-03-09,3,"Monday",-92.3305102,34.7697547,"5105 KAVANAUGH","Little Rock"," Arkansas"
"8505","2015-144593",71,"Theft of property Misd",2015-12-20,12,"Sunday",-92.4094472,34.7465451,"900 S BOWMAN RD","Little Rock"," Arkansas"
"8506","2015-094852",71,"Burglary - Residential",2015-08-19,8,"Wednesday",-92.4041971,34.7681225,"1602 GREEN MOUNTAIN DR","Little Rock"," Arkansas"
"8507","2015-066856",70,"Aggravated assault",2015-06-16,6,"Tuesday",-92.394671,34.768118,"1601 N SHACKLEFORD RD","Little Rock"," Arkansas"
"8508","2015-080005",90,"Theft of property Fel",2015-07-16,7,"Thursday",-92.4311872,34.6742632,"5 BOGEY LN","Little Rock"," Arkansas"
"8509","2015-089279",53,"Theft of property Fel",2015-07-24,7,"Friday",-92.31747,34.7401646,"3917 W 12TH ST","Little Rock"," Arkansas"
"8510","2015-106363",91,"Homicide",2015-09-15,9,"Tuesday",-92.3632504,34.6588259,"10018 CHICOT RD","Little Rock"," Arkansas"
"8511","2015-115900",62,"Burglary Commercial",2015-10-09,10,"Friday",-92.3724541,34.7211619,"3525 JOHN BARROW RD","Little Rock"," Arkansas"
"8512","2015-103206",52,"Breaking ",2015-09-08,9,"Tuesday",-92.2947911,34.7228345,"2718 S BATTERY ST","Little Rock"," Arkansas"
"8513","2015-007703",63,"Robbery ",2015-01-20,1,"Tuesday",-92.3817092,34.7624035,"9500 SATTERFIELD DR","Little Rock"," Arkansas"
"8514","2014-113425",53,"Burglary - Residential",2014-09-30,9,"Tuesday",-92.3140937,34.7323137,"2016 S VALENTINE ST","Little Rock"," Arkansas"
"8515","2015-049568",90,"Theft of property Misd",2015-05-05,5,"Tuesday",-92.411774,34.7061743,"13420 DAVID O DODD RD","Little Rock"," Arkansas"
"8516","2015-131302",93,"Burglary - Residential",2015-11-16,11,"Monday",-92.422765,34.665932,"9400 STAGECOACH RD","Little Rock"," Arkansas"
"8517","2015-109671",50,"Burglary - Residential",2015-09-23,9,"Wednesday",-92.2942371,34.7536669,"328 N SUMMIT ST","Little Rock"," Arkansas"
"8518","2015-129959",60,"Breaking ",2015-11-12,11,"Thursday",-92.3428118,34.7533624,"6000 W MARKHAM ST","Little Rock"," Arkansas"
"8519","2015-098035",50,"Burglary - Residential",2015-08-27,8,"Thursday",-92.314244,34.759287,"3711 OAKWOOD RD","Little Rock"," Arkansas"
"8520","2015-061579",64,"Theft of property Misd",2015-06-03,6,"Wednesday",-92.387456,34.7508593,"21 CORPORATE HILL DR","Little Rock"," Arkansas"
"8521","2014-059695",53,"Theft of property Misd",2014-05-30,5,"Friday",-92.3039477,34.7476887,"318 FERN AV","Little Rock"," Arkansas"
"8522","2015-065819",63,"Breaking ",2015-06-13,6,"Saturday",-92.3860482,34.7548774,"10005 RONALD DR","Little Rock"," Arkansas"
"8523","2015-127470",80,"Aggravated assault",2015-11-06,11,"Friday",-92.3339691,34.7022847,"6 MELDIA DR","Little Rock"," Arkansas"
"8524","2014-086624",71,"Theft of property Fel",2014-07-20,7,"Sunday",-92.429364,34.752536,"13909 CHENAL","Little Rock"," Arkansas"
"8525","2015-052945",53,"Burglary - Residential",2015-05-12,5,"Tuesday",-92.3189847,34.7352418,"1723 S ELM ST","Little Rock"," Arkansas"
"8526","2015-002171",93,"Burglary - Residential",2015-01-06,1,"Tuesday",-92.422765,34.665932,"9400 STAGECOACH RD","Little Rock"," Arkansas"
"8527","2015-072638",71,"Theft of property Misd",2015-06-29,6,"Monday",-92.4202528,34.7558798,"13200 CHENAL","Little Rock"," Arkansas"
"8528","2015-015705",81,"Theft of property Misd",2015-02-10,2,"Tuesday",-92.3453224,34.677825,"6100 MITCHELL DR","Little Rock"," Arkansas"
"8529","2015-071950",50,"Breaking ",2015-06-28,6,"Sunday",-92.3118987,34.7536272,"318 RIDGEWAY DR","Little Rock"," Arkansas"
"8530","2014-109796",50,"Breaking ",2012-09-22,9,"Saturday",-92.3095691,34.7635288,"1403 REBSAMEN PARK RD","Little Rock"," Arkansas"
"8531","2015-012802",50,"Burglary - Residential",2015-02-01,2,"Sunday",-92.3296258,34.7634324,"3802 KAVANAUGH","Little Rock"," Arkansas"
"8532","2015-056184",91,"Theft of property Misd",2015-05-22,5,"Friday",-92.3554334,34.6635319,"6911 REDWOOD DR","Little Rock"," Arkansas"
"8533","2015-039309",82,"Theft of property Fel",2015-04-12,4,"Sunday",-92.3202942,34.662821,"3700 AMERICAN MANOR DR","Little Rock"," Arkansas"
"8534","2015-016222",71,"Breaking ",2015-02-11,2,"Wednesday",-92.4082895,34.7278412,"3115 S BOWMAN RD","Little Rock"," Arkansas"
"8535","2015-077820",64,"Theft of property Misd",2015-07-11,7,"Saturday",-92.3732945,34.7410225,"8900 KANIS RD","Little Rock"," Arkansas"
"8536","2015-128676",82,"Burglary - Residential",2015-11-09,11,"Monday",-92.352555,34.661084,"43 WARREN DR","Little Rock"," Arkansas"
"8537","2015-017730",71,"Theft of property Misd",2015-02-15,2,"Sunday",-92.4101162,34.7484792,"700 S BOWMAN RD","Little Rock"," Arkansas"
"8538","2015-131609",71,"Theft of property Misd",2015-11-17,11,"Tuesday",-92.4075837,34.7481658,"620 S BOWMAN RD","Little Rock"," Arkansas"
"8539","2014-123160",71,"Theft of property Misd",2014-10-20,10,"Monday",-92.4093314,34.7663483,"5 ROYAL CT","Little Rock"," Arkansas"
"8540","2015-013332",50,"Theft of property Fel",2015-02-04,2,"Wednesday",-92.3347011,34.7608298,"1024 N POLK ST","Little Rock"," Arkansas"
"8541","2015-076182",62,"Theft of property Fel",2015-05-01,5,"Friday",-92.3675381,34.7145027,"4219 ZION ST","Little Rock"," Arkansas"
"8542","2015-099201",81,"Breaking ",2015-08-30,8,"Sunday",-92.3453224,34.677825,"6100 MITCHELL DR","Little Rock"," Arkansas"
"8543","2014-115795",60,"Breaking ",2014-10-05,10,"Sunday",-92.3416943,34.7624,"1201 N GARFIELD ST","Little Rock"," Arkansas"
"8544","2014-149284",82,"Burglary Commercial",2014-12-27,12,"Saturday",-92.303459,34.677768,"8216 ARCH","Little Rock"," Arkansas"
"8545","2014-138933",60,"Theft of property Misd",2014-12-01,12,"Monday",-92.3453551,34.7511565,"111 S MCKINLEY ST","Little Rock"," Arkansas"
"8546","2015-060974",51,"Theft of property Fel",2015-05-30,5,"Saturday",-92.2776148,34.7494516,"700 W MARKHAM ST","Little Rock"," Arkansas"
"8547","2015-024541",62,"Aggravated Robbery ",2015-03-07,3,"Saturday",-92.3477846,34.718873,"6420 COLONEL GLENN RD","Little Rock"," Arkansas"
"8548","2014-073356",71,"Breaking ",2014-06-30,6,"Monday",-92.4257158,34.7461155,"13703 IVY POINT DR","Little Rock"," Arkansas"
"8549","2015-043226",63,"Breaking ",2015-04-21,4,"Tuesday",-92.3905197,34.755919,"300 MARKHAM CENTER DR","Little Rock"," Arkansas"
"8550","2014-141284",42,"Theft of property Fel",2014-11-30,11,"Sunday",-92.2427143,34.7379156,"920 APPERSON ST","Little Rock"," Arkansas"
"8551","2014-079332",42,"Burglary - Residential",2014-07-12,7,"Saturday",-92.2475125,34.741829,"2005 E 6TH ST","Little Rock"," Arkansas"
"8552","2015-068606",60,"Theft of property Misd",2015-06-20,6,"Saturday",-92.3428118,34.7533624,"6000 W MARKHAM ST","Little Rock"," Arkansas"
"8553","2015-131102",93,"Burglary - Residential",2015-11-15,11,"Sunday",-92.4415438,34.6451635,"12109 STAGECOACH RD","Little Rock"," Arkansas"
"8554","2014-054029",82,"Breaking ",2014-05-17,5,"Saturday",-92.3438715,34.6581825,"5907 DREXEL AV","Little Rock"," Arkansas"
"8555","2015-096654",93,"Theft of property Misd",2015-08-24,8,"Monday",-92.4229171,34.680718,"1 CRYSTALWOOD DR","Little Rock"," Arkansas"
"8556","2015-106692",71,"Theft of property Misd",2015-09-16,9,"Wednesday",-92.429364,34.752536,"13909 CHENAL","Little Rock"," Arkansas"
"8557","2015-092663",53,"Burglary - Residential",2015-08-14,8,"Friday",-92.3145173,34.7482278,"408 MAPLE ST","Little Rock"," Arkansas"
"8558","2014-126925",51,"Burglary - Residential",2014-10-31,10,"Friday",-92.3018878,34.7411312,"2510 W 11TH ST","Little Rock"," Arkansas"
"8559","2015-049990",64,"Burglary - Residential",2015-05-07,5,"Thursday",-92.3772164,34.7194079,"3711 HOLT ST","Little Rock"," Arkansas"
"8560","2015-001155",70,"Theft of property Fel",2014-12-28,12,"Sunday",-92.3942644,34.7761118,"2507 ARKANSAS VALLEY DR","Little Rock"," Arkansas"
"8561","2015-144616",60,"Burglary - Residential",2015-12-21,12,"Monday",-92.3552015,34.7471505,"53 FLAG RD","Little Rock"," Arkansas"
"8562","2014-092029",81,"Theft of property Fel",2014-08-12,8,"Tuesday",-92.336563,34.669047,"5300 BASELINE RD","Little Rock"," Arkansas"
"8563","2015-117604",52,"Aggravated assault ",2015-10-13,10,"Tuesday",-92.294825,34.7216405,"1904 W 29TH ST","Little Rock"," Arkansas"
"8564","2015-088116",61,"Theft of property Misd",2015-08-03,8,"Monday",-92.3415717,34.7216432,"2801 S UNIVERSITY AV","Little Rock"," Arkansas"
"8565","2015-070989",91,"Breaking ",2015-06-25,6,"Thursday",-92.3523307,34.667068,"6401 BASELINE RD","Little Rock"," Arkansas"
"8566","2015-076474",51,"Theft of property Misd",2015-07-07,7,"Tuesday",-92.2776148,34.7494516,"700 W MARKHAM ST","Little Rock"," Arkansas"
"8567","2014-088725",72,"Theft of property Fel",2014-07-29,7,"Tuesday",-92.451624,34.770062,"1501 RAHLING RD","Little Rock"," Arkansas"
"8568","2014-032012",82,"Burglary - Residential",2014-03-25,3,"Tuesday",-92.3572071,34.6635834,"7101 REDWOOD DR","Little Rock"," Arkansas"
"8569","2015-110644",91,"Breaking ",2015-09-25,9,"Friday",-92.3569896,34.65314,"10701 GALLAHAD DR","Little Rock"," Arkansas"
"8570","2015-039033",50,"Robbery ",2015-04-11,4,"Saturday",-92.3093484,34.7598949,"2917 CANTRELL RD","Little Rock"," Arkansas"
"8571","2014-009924",71,"Breaking ",2014-01-26,1,"Sunday",-92.4227048,34.7507484,"9 CEDAR RIDGE CT","Little Rock"," Arkansas"
"8572","2015-130801",82,"Breaking ",2015-11-14,11,"Saturday",-92.3559634,34.6655191,"7000 FAIRFIELD DR","Little Rock"," Arkansas"
"8573","2015-027944",52,"Theft of property Misd",2015-03-10,3,"Tuesday",-92.2890308,34.7278657,"1315 W 22ND ST","Little Rock"," Arkansas"
"8574","2015-004174",61,"Breaking ",2015-01-12,1,"Monday",-92.3447963,34.7366914,"6224 BOYLE PARK RD","Little Rock"," Arkansas"
"8575","2015-057351",90,"Theft of property Misd",2015-05-25,5,"Monday",-92.3973991,34.6926142,"10816 DAVID O DODD RD","Little Rock"," Arkansas"
"8576","2015-042580",82,"Burglary - Residential",2015-04-20,4,"Monday",-92.3233755,34.6626762,"9608 ITHICA DR","Little Rock"," Arkansas"
"8577","2015-054346",60,"Burglary Commercial",2015-02-18,2,"Wednesday",-92.353487,34.7701968,"7214 CANTRELL RD","Little Rock"," Arkansas"
"8578","2014-071057",71,"Breaking ",2014-06-25,6,"Wednesday",-92.4266423,34.749376,"13720 MAPLE LEAF DR","Little Rock"," Arkansas"
"8579","2015-043860",81,"Theft of property Misd",2015-04-23,4,"Thursday",-92.3446438,34.6731197,"8414 GEYER SPRINGS RD","Little Rock"," Arkansas"
"8580","2015-110929",80,"Burglary - Residential",2015-09-23,9,"Wednesday",-92.3341284,34.6942027,"6010 LANCASTER RD","Little Rock"," Arkansas"
"8581","2015-031106",63,"Theft of property Misd",2015-03-24,3,"Tuesday",-92.3806478,34.7608391,"9612 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"8582","2015-116484",71,"Theft of property Misd",2015-10-10,10,"Saturday",-92.4101162,34.7484792,"700 S BOWMAN RD","Little Rock"," Arkansas"
"8583","2015-095907",81,"Theft of property Misd",2015-08-17,8,"Monday",-92.3448139,34.6716732,"8610 GEYER SPRINGS RD","Little Rock"," Arkansas"
"8584","2014-027625",72,"Theft of property Fel",2013-11-28,11,"Thursday",-92.4271828,34.7813711,"18 VALLEY FORGE DR","Little Rock"," Arkansas"
"8585","2015-091706",64,"Theft of property Misd",2015-08-09,8,"Sunday",-92.39946,34.7307048,"2616 S SHACKLEFORD RD","Little Rock"," Arkansas"
"8586","2015-044675",92,"Theft of property Misd",2015-04-25,4,"Saturday",-92.3833676,34.665388,"11 MABELVALE PLAZA LN","Little Rock"," Arkansas"
"8587","2015-022127",60,"Breaking ",2015-02-28,2,"Saturday",-92.3557259,34.7782481,"349 N RIDGE RD","Little Rock"," Arkansas"
"8588","2015-030821",60,"Theft of scrap metal",2015-03-06,3,"Friday",-92.3432141,34.7312396,"61 BERKSHIRE DR","Little Rock"," Arkansas"
"8589","2014-100676",42,"Burglary - Residential",2014-08-31,8,"Sunday",-92.1979432,34.7180991,"6400 DOVE LN","Little Rock"," Arkansas"
"8590","2014-044510",41,"Theft of property Misd",2014-04-23,4,"Wednesday",-92.2791788,34.7182959,"421 W 31ST ST","Little Rock"," Arkansas"
"8591","2015-086403",91,"Theft of property Misd",2015-07-26,7,"Sunday",-92.3453224,34.677825,"6100 MITCHELL DR","Little Rock"," Arkansas"
"8592","2014-060100",42,"Breaking ",2014-05-31,5,"Saturday",-92.2249735,34.7147401,"3200 BANKHEAD DR","Little Rock"," Arkansas"
"8593","2015-027097",50,"Aggravated assault ",2015-03-14,3,"Saturday",-92.3188884,34.751877,"4100 W MARKHAM ST","Little Rock"," Arkansas"
"8594","2015-096459",64,"Breaking ",2015-08-24,8,"Monday",-92.4005337,34.7564273,"11401 MESA DR","Little Rock"," Arkansas"
"8595","2015-091780",54,"Theft of property lost mislaid ",2015-08-12,8,"Wednesday",-92.328768,34.723965,"4820 W 31ST ST","Little Rock"," Arkansas"
"8596","2015-144655",64,"Breaking ",2015-12-20,12,"Sunday",-92.4121103,34.7245715,"3400 S BOWMAN RD","Little Rock"," Arkansas"
"8597","2015-067861",40,"Breaking ",2015-06-19,6,"Friday",-92.2688888,34.7428158,"301 E 6TH ST","Little Rock"," Arkansas"
"8598","2014-046178",61,"Theft of property Fel",2014-04-28,4,"Monday",-92.3658497,34.7503628,"415 SUNNYMEADE DR","Little Rock"," Arkansas"
"8599","2015-139261",64,"Theft of property Misd",2015-12-07,12,"Monday",-92.375269,34.7523047,"9101 W MARKHAM ST","Little Rock"," Arkansas"
"8600","2015-052053",60,"Burglary Commercial",2015-05-13,5,"Wednesday",-92.3428118,34.7533624,"6000 W MARKHAM ST","Little Rock"," Arkansas"
"8601","2015-045078",53,"Breaking ",2015-04-26,4,"Sunday",-92.3126881,34.7276149,"3509 ASHER AV","Little Rock"," Arkansas"
"8602","2015-147589",50,"Theft of property Fel",2015-12-23,12,"Wednesday",-92.3104307,34.7628463,"1320 REBSAMEN PARK RD","Little Rock"," Arkansas"
"8603","2015-109708",61,"Aggravated assault",2015-09-23,9,"Wednesday",-92.3510506,34.7410267,"6701 W 12TH ST","Little Rock"," Arkansas"
"8604","2014-085165",72,"Theft of property Fel",2014-07-27,7,"Sunday",-92.451624,34.770062,"1501 RAHLING RD","Little Rock"," Arkansas"
"8605","2015-146910",60,"Theft of property Fel",2015-12-26,12,"Saturday",-92.3550804,34.7711565,"7320 CANTRELL RD","Little Rock"," Arkansas"
"8606","2015-106539",60,"Theft of property Fel",2015-08-26,8,"Wednesday",-92.3428118,34.7533624,"6000 W MARKHAM ST","Little Rock"," Arkansas"
"8607","2015-010650",43,"Theft of property Misd",2015-01-28,1,"Wednesday",-92.2606142,34.7242601,"1100 E ROOSEVELT RD","Little Rock"," Arkansas"
"8608","2015-138135",90,"Theft of property Misd",2015-12-04,12,"Friday",-92.411774,34.7061743,"13420 DAVID O DODD RD","Little Rock"," Arkansas"
"8609","2015-067702",72,"Theft of property Misd",2015-06-16,6,"Tuesday",-92.4521223,34.7758048,"1 CHENAL HEIGHTS DR","Little Rock"," Arkansas"
"8610","2015-044866",82,"Robbery ",2015-04-26,4,"Sunday",-92.3283956,34.6630257,"11 BARWOOD","Little Rock"," Arkansas"
"8611","2015-094636",70,"Burglary - Residential",2015-08-19,8,"Wednesday",-92.3940568,34.7664793,"22 PLEASANT CV","Little Rock"," Arkansas"
"8612","2015-072372",54,"Theft of property Fel",2015-06-22,6,"Monday",-92.3336464,34.7413184,"5400 W 12TH ST","Little Rock"," Arkansas"
"8613","2015-080475",92,"Theft of property Fel",2015-07-17,7,"Friday",-92.373893,34.666206,"9325 TEDBURN","Little Rock"," Arkansas"
